"","Loc","Type","Spec","Family","Order","Spec_group","lat","lng","date","Sampletime","Det","Stage","Sex","Method"
"738","Zo","crtl","Haematopus ostralegus","Haematopodidae","Charadriiformes","birds",51.106567,3.557371,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"739","Zo","crtl","Luscinia svecica","Muscicapidae","Passeriformes","birds",51.106567,3.557371,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"740","Zo","crtl","Phoenicurus ochruros","Muscicapidae","Passeriformes","birds",51.106567,3.557371,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"741","Zo","crtl","Sturnus vulgaris","Sturnidae","Passeriformes","birds",51.106567,3.557371,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"742","Zo","crtl","Tringa totanus","Scolopacidae","Charadriiformes","birds",51.106567,3.557371,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"743","Zo","crtl","Turdus merula","Turdidae","Passeriformes","birds",51.106567,3.557371,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"744","Zo","tree","Ardea cinerea","Ardeidae","Pelecaniformes","birds",51.105865,3.556603,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"745","Zo","tree","Coloeus monedula","Corvidae","Passeriformes","birds",51.105865,3.556603,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"746","Zo","tree","Dendrocopos major","Picidae","Piciformes","birds",51.105865,3.556603,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"747","Zo","tree","Fringilla coelebs","Fringillidae","Passeriformes","birds",51.105865,3.556603,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"748","Zo","tree","Gallinula chloropus","Rallidae","Gruiformes","birds",51.105865,3.556603,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"749","Zo","tree","Haematopus ostralegus","Haematopodidae","Charadriiformes","birds",51.105865,3.556603,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"750","Zo","tree","Hirundo rustica","Hirundinidae","Passeriformes","birds",51.105865,3.556603,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"751","Zo","tree","Luscinia svecica","Muscicapidae","Passeriformes","birds",51.105865,3.556603,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"752","Zo","tree","Parus major","Paridae","Passeriformes","birds",51.105865,3.556603,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"753","Zo","tree","Phoenicurus ochruros","Muscicapidae","Passeriformes","birds",51.105865,3.556603,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"754","Zo","tree","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",51.105865,3.556603,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"755","Zo","tree","Prunella modularis","Prunellidae","Passeriformes","birds",51.105865,3.556603,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"756","Zo","tree","Saxicola rubicola","Muscicapidae","Passeriformes","birds",51.105865,3.556603,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"757","Zo","tree","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",51.105865,3.556603,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"758","Zo1","crtl","Columba palumbus","Columbidae","Columbiformes","birds",51.107437,3.567569,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"759","Zo1","crtl","Coloeus monedula","Corvidae","Passeriformes","birds",51.107437,3.567569,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"760","Zo1","crtl","Cuculus canorus","Cuculidae","Cuculiformes","birds",51.107437,3.567569,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"761","Zo1","crtl","Haematopus ostralegus","Haematopodidae","Charadriiformes","birds",51.107437,3.567569,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"762","Zo1","crtl","Hirundo rustica","Hirundinidae","Passeriformes","birds",51.107437,3.567569,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"763","Zo1","crtl","Parus major","Paridae","Passeriformes","birds",51.107437,3.567569,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"764","Zo1","crtl","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",51.107437,3.567569,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"765","Zo1","crtl","Pica pica","Corvidae","Passeriformes","birds",51.107437,3.567569,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"766","Zo1","crtl","Picus viridis","Picidae","Piciformes","birds",51.107437,3.567569,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"767","Zo1","crtl","Streptopelia decaocto","Columbidae","Columbiformes","birds",51.107437,3.567569,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"768","Zo1","crtl","Sylvia borin","Sylviidae","Passeriformes","birds",51.107437,3.567569,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"769","Zo1","crtl","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",51.107437,3.567569,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"770","Zo1","crtl","Turdus merula","Turdidae","Passeriformes","birds",51.107437,3.567569,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"771","Zo1","tree","Columba palumbus","Columbidae","Columbiformes","birds",51.107109,3.566462,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"772","Zo1","tree","Coloeus monedula","Corvidae","Passeriformes","birds",51.107109,3.566462,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"773","Zo1","tree","Cuculus canorus","Cuculidae","Cuculiformes","birds",51.107109,3.566462,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"774","Zo1","tree","Cyanistes caeruleus","Paridae","Passeriformes","birds",51.107109,3.566462,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"775","Zo1","tree","Fringilla coelebs","Fringillidae","Passeriformes","birds",51.107109,3.566462,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"776","Zo1","tree","Hirundo rustica","Hirundinidae","Passeriformes","birds",51.107109,3.566462,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"777","Zo1","tree","Parus major","Paridae","Passeriformes","birds",51.107109,3.566462,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"778","Zo1","tree","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",51.107109,3.566462,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"779","Zo1","tree","Pica pica","Corvidae","Passeriformes","birds",51.107109,3.566462,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"780","Zo1","tree","Picus viridis","Picidae","Piciformes","birds",51.107109,3.566462,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"781","Zo1","tree","Streptopelia decaocto","Columbidae","Columbiformes","birds",51.107109,3.566462,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"782","Zo1","tree","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",51.107109,3.566462,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"783","Zo1","tree","Turdus merula","Turdidae","Passeriformes","birds",51.107109,3.566462,2023-05-18,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"784","Zo2","crtl","Chloris chloris","Fringillidae","Passeriformes","birds",51.113503,3.537224,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"785","Zo2","crtl","Corvus corone","Corvidae","Passeriformes","birds",51.113503,3.537224,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"786","Zo2","crtl","Coloeus monedula","Corvidae","Passeriformes","birds",51.113503,3.537224,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"787","Zo2","crtl","Cuculus canorus","Cuculidae","Cuculiformes","birds",51.113503,3.537224,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"788","Zo2","crtl","Curruca communis","Sylviidae","Passeriformes","birds",51.113503,3.537224,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"789","Zo2","crtl","Motacilla alba","Motacillidae","Passeriformes","birds",51.113503,3.537224,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"790","Zo2","crtl","Motacilla flava","Motacillidae","Passeriformes","birds",51.113503,3.537224,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"791","Zo2","crtl","Muscicapa striata","Muscicapidae","Passeriformes","birds",51.113503,3.537224,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"792","Zo2","crtl","Parus major","Paridae","Passeriformes","birds",51.113503,3.537224,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"793","Zo2","crtl","Pica pica","Corvidae","Passeriformes","birds",51.113503,3.537224,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"794","Zo2","crtl","Prunella modularis","Prunellidae","Passeriformes","birds",51.113503,3.537224,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"795","Zo2","crtl","Sturnus vulgaris","Sturnidae","Passeriformes","birds",51.113503,3.537224,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"796","Zo2","crtl","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",51.113503,3.537224,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"797","Zo2","crtl","Turdus merula","Turdidae","Passeriformes","birds",51.113503,3.537224,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"798","Zo2","tree","Columba palumbus","Columbidae","Columbiformes","birds",51.112732,3.537079,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"799","Zo2","tree","Coloeus monedula","Corvidae","Passeriformes","birds",51.112732,3.537079,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"800","Zo2","tree","Curruca communis","Sylviidae","Passeriformes","birds",51.112732,3.537079,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"801","Zo2","tree","Cyanistes caeruleus","Paridae","Passeriformes","birds",51.112732,3.537079,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"802","Zo2","tree","Erithacus rubecula","Muscicapidae","Passeriformes","birds",51.112732,3.537079,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"803","Zo2","tree","Fringilla coelebs","Fringillidae","Passeriformes","birds",51.112732,3.537079,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"804","Zo2","tree","Parus major","Paridae","Passeriformes","birds",51.112732,3.537079,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"805","Zo2","tree","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",51.112732,3.537079,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"806","Zo2","tree","Pica pica","Corvidae","Passeriformes","birds",51.112732,3.537079,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"807","Zo2","tree","Prunella modularis","Prunellidae","Passeriformes","birds",51.112732,3.537079,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"808","Zo2","tree","Streptopelia decaocto","Columbidae","Columbiformes","birds",51.112732,3.537079,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"809","Zo2","tree","Sylvia atricapilla","Sylviidae","Passeriformes","birds",51.112732,3.537079,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"810","Zo2","tree","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",51.112732,3.537079,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"811","Zo2","tree","Turdus merula","Turdidae","Passeriformes","birds",51.112732,3.537079,2023-05-19,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"812","Zw","crop","Actitis hypoleucos","Scolopacidae","Charadriiformes","birds",50.850731,3.71571,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"813","Zw","crop","Ardea cinerea","Ardeidae","Pelecaniformes","birds",50.850731,3.71571,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"814","Zw","crop","Corvus corone","Corvidae","Passeriformes","birds",50.850731,3.71571,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"815","Zw","crop","Coloeus monedula","Corvidae","Passeriformes","birds",50.850731,3.71571,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"816","Zw","crop","Gallinula chloropus","Rallidae","Gruiformes","birds",50.850731,3.71571,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"817","Zw","crop","Haematopus ostralegus","Haematopodidae","Charadriiformes","birds",50.850731,3.71571,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"818","Zw","crop","Hirundo rustica","Hirundinidae","Passeriformes","birds",50.850731,3.71571,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"819","Zw","crop","Linaria cannabina","Fringillidae","Passeriformes","birds",50.850731,3.71571,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"820","Zw","crop","Phasianus colchicus","Phasianidae","Galliformes","birds",50.850731,3.71571,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"821","Zw","crop","Phoenicurus ochruros","Muscicapidae","Passeriformes","birds",50.850731,3.71571,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"822","Zw","crop","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.850731,3.71571,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"823","Zw","crop","Pica pica","Corvidae","Passeriformes","birds",50.850731,3.71571,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"824","Zw","crop","Prunella modularis","Prunellidae","Passeriformes","birds",50.850731,3.71571,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"825","Zw","crop","Strix aluco","Strigidae","Strigiformes","birds",50.850731,3.71571,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"826","Zw","crop","Turdus merula","Turdidae","Passeriformes","birds",50.850731,3.71571,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"827","Zw","crtl","Ardea cinerea","Ardeidae","Pelecaniformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"828","Zw","crtl","Chloris chloris","Fringillidae","Passeriformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"829","Zw","crtl","Columba palumbus","Columbidae","Columbiformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"830","Zw","crtl","Coloeus monedula","Corvidae","Passeriformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"831","Zw","crtl","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"832","Zw","crtl","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"833","Zw","crtl","Gallinula chloropus","Rallidae","Gruiformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"834","Zw","crtl","Hirundo rustica","Hirundinidae","Passeriformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"835","Zw","crtl","Motacilla flava","Motacillidae","Passeriformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"836","Zw","crtl","Phasianus colchicus","Phasianidae","Galliformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"837","Zw","crtl","Phoenicurus ochruros","Muscicapidae","Passeriformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"838","Zw","crtl","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"839","Zw","crtl","Pica pica","Corvidae","Passeriformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"840","Zw","crtl","Prunella modularis","Prunellidae","Passeriformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"841","Zw","crtl","Strix aluco","Strigidae","Strigiformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"842","Zw","crtl","Sylvia atricapilla","Sylviidae","Passeriformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"843","Zw","crtl","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"844","Zw","crtl","Turdus merula","Turdidae","Passeriformes","birds",50.850586,3.71506,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"845","Zw","tree","Columba palumbus","Columbidae","Columbiformes","birds",50.8504912,3.7158625,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"846","Zw","tree","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.8504912,3.7158625,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"847","Zw","tree","Dendrocopos major","Picidae","Piciformes","birds",50.8504912,3.7158625,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"848","Zw","tree","Erithacus rubecula","Muscicapidae","Passeriformes","birds",50.8504912,3.7158625,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"849","Zw","tree","Gallinula chloropus","Rallidae","Gruiformes","birds",50.8504912,3.7158625,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"850","Zw","tree","Garrulus glandarius","Corvidae","Passeriformes","birds",50.8504912,3.7158625,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"851","Zw","tree","Parus major","Paridae","Passeriformes","birds",50.8504912,3.7158625,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"852","Zw","tree","Phasianus colchicus","Phasianidae","Galliformes","birds",50.8504912,3.7158625,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"853","Zw","tree","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.8504912,3.7158625,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"854","Zw","tree","Prunella modularis","Prunellidae","Passeriformes","birds",50.8504912,3.7158625,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"855","Zw","tree","Streptopelia decaocto","Columbidae","Columbiformes","birds",50.8504912,3.7158625,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"856","Zw","tree","Strix aluco","Strigidae","Strigiformes","birds",50.8504912,3.7158625,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"857","Zw","tree","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.8504912,3.7158625,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"858","Zw","tree","Turdus merula","Turdidae","Passeriformes","birds",50.8504912,3.7158625,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"859","Zw1","crtl","Chloris chloris","Fringillidae","Passeriformes","birds",50.876247,3.759652,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"860","Zw1","crtl","Corvus corone","Corvidae","Passeriformes","birds",50.876247,3.759652,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"861","Zw1","crtl","Corvus frugilegus","Corvidae","Passeriformes","birds",50.876247,3.759652,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"862","Zw1","crtl","Coloeus monedula","Corvidae","Passeriformes","birds",50.876247,3.759652,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"863","Zw1","crtl","Motacilla flava","Motacillidae","Passeriformes","birds",50.876247,3.759652,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"864","Zw1","crtl","Perdix perdix","Phasianidae","Galliformes","birds",50.876247,3.759652,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"865","Zw1","crtl","Turdus merula","Turdidae","Passeriformes","birds",50.876247,3.759652,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"866","Zw1","tree","Columba palumbus","Columbidae","Columbiformes","birds",50.875347,3.7624,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"867","Zw1","tree","Corvus corone","Corvidae","Passeriformes","birds",50.875347,3.7624,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"868","Zw1","tree","Coloeus monedula","Corvidae","Passeriformes","birds",50.875347,3.7624,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"869","Zw1","tree","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.875347,3.7624,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"870","Zw1","tree","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.875347,3.7624,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"871","Zw1","tree","Hirundo rustica","Hirundinidae","Passeriformes","birds",50.875347,3.7624,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"872","Zw1","tree","Motacilla alba","Motacillidae","Passeriformes","birds",50.875347,3.7624,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"873","Zw1","tree","Motacilla flava","Motacillidae","Passeriformes","birds",50.875347,3.7624,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"874","Zw1","tree","Passer domesticus","Passeridae","Passeriformes","birds",50.875347,3.7624,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"875","Zw1","tree","Streptopelia decaocto","Columbidae","Columbiformes","birds",50.875347,3.7624,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"876","Zw1","tree","Sturnus vulgaris","Sturnidae","Passeriformes","birds",50.875347,3.7624,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"877","Zw1","tree","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.875347,3.7624,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"878","Zw1","tree","Turdus merula","Turdidae","Passeriformes","birds",50.875347,3.7624,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"879","Zw2","crtl","Corvus corone","Corvidae","Passeriformes","birds",50.841705,3.746366,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"880","Zw2","crtl","Corvus frugilegus","Corvidae","Passeriformes","birds",50.841705,3.746366,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"881","Zw2","crtl","Coloeus monedula","Corvidae","Passeriformes","birds",50.841705,3.746366,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"882","Zw2","crtl","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.841705,3.746366,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"883","Zw2","crtl","Strix aluco","Strigidae","Strigiformes","birds",50.841705,3.746366,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"884","Zw2","crtl","Sylvia atricapilla","Sylviidae","Passeriformes","birds",50.841705,3.746366,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"885","Zw2","crtl","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.841705,3.746366,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"886","Zw2","crtl","Turdus merula","Turdidae","Passeriformes","birds",50.841705,3.746366,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"887","Zw2","tree","Corvus corone","Corvidae","Passeriformes","birds",50.842518,3.745591,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"888","Zw2","tree","Corvus frugilegus","Corvidae","Passeriformes","birds",50.842518,3.745591,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"889","Zw2","tree","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.842518,3.745591,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"890","Zw2","tree","Erithacus rubecula","Muscicapidae","Passeriformes","birds",50.842518,3.745591,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"891","Zw2","tree","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.842518,3.745591,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"892","Zw2","tree","Parus major","Paridae","Passeriformes","birds",50.842518,3.745591,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"893","Zw2","tree","Phoenicurus phoenicurus","Muscicapidae","Passeriformes","birds",50.842518,3.745591,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"894","Zw2","tree","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.842518,3.745591,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"895","Zw2","tree","Prunella modularis","Prunellidae","Passeriformes","birds",50.842518,3.745591,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"896","Zw2","tree","Sylvia atricapilla","Sylviidae","Passeriformes","birds",50.842518,3.745591,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
"897","Zw2","tree","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.842518,3.745591,2023-06-02,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording"
