"Loc","Type","Spec","TAG","date","Family","Order","lat","lng","Spec_group","Stage","Sex","Det","Number","Method"
"Mb","crtl","Polygonum aviculare","Mb_crtl",2023-06-14,"Polygonaceae","Caryophyllales",50.969597,3.755234,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Mb","crtl","Senecio vulgaris","Mb_crtl",2023-06-14,"Asteraceae","Asterales",50.969597,3.755234,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb","tree","Cirsium arvense","Mb_tree",2023-06-14,"Asteraceae","Asterales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb","tree","Corylus avellana","Mb_tree",2023-06-14,"Betulaceae","Fagales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",10,"10m² quadrat"
"Mb","tree","Crataegus monogyna","Mb_tree",2023-06-14,"Rosaceae","Rosales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",10,"10m² quadrat"
"Mb","tree","Equisetum arvense","Mb_tree",2023-06-14,"Equisetaceae","Equisetales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb","tree","Euonymus europaeus","Mb_tree",2023-06-14,"Celastraceae","Celastrales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Mb","tree","Fraxinus excelsior","Mb_tree",2023-06-14,"Oleaceae","Lamiales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb","tree","Galium aparine","Mb_tree",2023-06-14,"Rubiaceae","Gentianales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Mb","tree","Hedera helix","Mb_tree",2023-06-14,"Araliaceae","Apiales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Mb","tree","Holcus lanatus","Mb_tree",2023-06-14,"Poaceae","Poales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Mb","tree","Lolium perenne","Mb_tree",2023-06-14,"Poaceae","Poales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Mb","tree","Persicaria amphibia","Mb_tree",2023-06-14,"Polygonaceae","Caryophyllales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Mb","tree","Poa annua","Mb_tree",2023-06-14,"Poaceae","Poales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb","tree","Poa trivialis","Mb_tree",2023-06-14,"Poaceae","Poales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Mb","tree","Populus x canadensis (P. deltoides x P. nigra)","Mb_tree",2023-06-14,"Salicaceae","Malpighiales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",75,"10m² quadrat"
"Mb","tree","Prunus spec.","Mb_tree",2023-06-14,"Rosaceae","Rosales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Mb","tree","Quercus robur","Mb_tree",2023-06-14,"Fagaceae","Fagales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",46,"10m² quadrat"
"Mb","tree","Ranunculus repens","Mb_tree",2023-06-14,"Ranunculaceae","Ranunculales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Mb","tree","Rosa multiflora","Mb_tree",2023-06-14,"Rosaceae","Rosales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Mb","tree","Rubus Sec. Rubus","Mb_tree",2023-06-14,"Rosaceae","Rosales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Mb","tree","Sonchus arvensis","Mb_tree",2023-06-14,"Asteraceae","Asterales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Mb","tree","Triticum aestivum","Mb_tree",2023-06-14,"Poaceae","Poales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb","tree","Urtica dioica","Mb_tree",2023-06-14,"Urticaceae","Rosales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb","tree","Vicia hirsuta","Mb_tree",2023-06-14,"Fabaceae","Fabales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Mb","tree","Vicia sativa","Mb_tree",2023-06-14,"Fabaceae","Fabales",50.970682,3.754116,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb1","crtl","Arrhenatherum elatius","Mb1_crtl",2023-05-23,"Poaceae","Poales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Mb1","crtl","Cirsium arvense","Mb1_crtl",2023-05-23,"Asteraceae","Asterales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Mb1","crtl","Convolvulus sepium","Mb1_crtl",2023-05-23,"Convolvulaceae","Solanales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb1","crtl","Dactylis glomerata","Mb1_crtl",2023-05-23,"Poaceae","Poales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Mb1","crtl","Equisetum fluviatile","Mb1_crtl",2023-05-23,"Equisetaceae","Equisetales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Mb1","crtl","Holcus lanatus","Mb1_crtl",2023-05-23,"Poaceae","Poales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Mb1","crtl","Poa annua","Mb1_crtl",2023-05-23,"Poaceae","Poales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Mb1","crtl","Poa trivialis","Mb1_crtl",2023-05-23,"Poaceae","Poales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Mb1","crtl","Ranunculus acris","Mb1_crtl",2023-05-23,"Ranunculaceae","Ranunculales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb1","crtl","Ranunculus repens","Mb1_crtl",2023-05-23,"Ranunculaceae","Ranunculales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb1","crtl","Sonchus oleraceus","Mb1_crtl",2023-05-23,"Asteraceae","Asterales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb1","crtl","Symphytum officinale","Mb1_crtl",2023-05-23,"Boraginaceae","Boraginales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Mb1","crtl","Taraxacum officinale s.l. (incl. all sec.)","Mb1_crtl",2023-05-23,"Asteraceae","Asterales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb1","crtl","Trifolium dubium","Mb1_crtl",2023-05-23,"Fabaceae","Fabales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Mb1","crtl","Trifolium repens","Mb1_crtl",2023-05-23,"Fabaceae","Fabales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb1","crtl","Urtica dioica","Mb1_crtl",2023-05-23,"Urticaceae","Rosales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Mb1","crtl","Vicia sativa","Mb1_crtl",2023-05-23,"Fabaceae","Fabales",50.962509,3.764582,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Mb1","tree","Anthoxanthum odoratum","Mb1_tree",2023-05-23,"Poaceae","Poales",50.96162,3.764554,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Mb1","tree","Arrhenatherum elatius","Mb1_tree",2023-05-23,"Poaceae","Poales",50.96162,3.764554,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Mb1","tree","Cerastium glomeratum","Mb1_tree",2023-05-23,"Caryophyllaceae","Caryophyllales",50.96162,3.764554,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Mb1","tree","Epilobium spec.","Mb1_tree",2023-05-23,"Onagraceae","Myrtales",50.96162,3.764554,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb1","tree","Equisetum arvense","Mb1_tree",2023-05-23,"Equisetaceae","Equisetales",50.96162,3.764554,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb1","tree","Galium aparine","Mb1_tree",2023-05-23,"Rubiaceae","Gentianales",50.96162,3.764554,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb1","tree","Holcus lanatus","Mb1_tree",2023-05-23,"Poaceae","Poales",50.96162,3.764554,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Mb1","tree","Poa annua","Mb1_tree",2023-05-23,"Poaceae","Poales",50.96162,3.764554,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Mb1","tree","Poa trivialis","Mb1_tree",2023-05-23,"Poaceae","Poales",50.96162,3.764554,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Mb1","tree","Populus x canadensis (P. deltoides x P. nigra)","Mb1_tree",2023-05-23,"Salicaceae","Malpighiales",50.96162,3.764554,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Mb1","tree","Quercus robur","Mb1_tree",2023-05-23,"Fagaceae","Fagales",50.96162,3.764554,"plants","Ad","","Jari Vandendendriessche",98,"10m² quadrat"
"Mb1","tree","Ranunculus repens","Mb1_tree",2023-05-23,"Ranunculaceae","Ranunculales",50.96162,3.764554,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Mb1","tree","Rubus Sec. Rubus","Mb1_tree",2023-05-23,"Rosaceae","Rosales",50.96162,3.764554,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb1","tree","Trifolium dubium","Mb1_tree",2023-05-23,"Fabaceae","Fabales",50.96162,3.764554,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Mb1","tree","Veronica arvensis","Mb1_tree",2023-05-23,"Plantaginaceae","Lamiales",50.96162,3.764554,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Mb1","tree","Vicia sativa","Mb1_tree",2023-05-23,"Fabaceae","Fabales",50.96162,3.764554,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","crop","Hordeum vulgare","Me_crop",2023-05-23,"Poaceae","Poales",50.98959,3.828819,"plants","Ad","","Jari Vandendendriessche",85,"10m² quadrat"
"Me","crop","Plantae indet.","Me_crop",2023-05-23,NA,NA,50.98959,3.828819,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","crop","Poa annua","Me_crop",2023-05-23,"Poaceae","Poales",50.98959,3.828819,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me","crtl","Arrhenatherum elatius","Me_crtl",2023-05-23,"Poaceae","Poales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat"
"Me","crtl","Artemisia vulgaris","Me_crtl",2023-05-23,"Asteraceae","Asterales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","crtl","Cardamine flexuosa","Me_crtl",2023-05-23,"Brassicaceae","Brassicales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me","crtl","Cerastium glomeratum","Me_crtl",2023-05-23,"Caryophyllaceae","Caryophyllales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me","crtl","Cirsium arvense","Me_crtl",2023-05-23,"Asteraceae","Asterales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","crtl","Convolvulus sepium","Me_crtl",2023-05-23,"Convolvulaceae","Solanales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","crtl","Epilobium spec.","Me_crtl",2023-05-23,"Onagraceae","Myrtales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me","crtl","Equisetum arvense","Me_crtl",2023-05-23,"Equisetaceae","Equisetales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me","crtl","Galium aparine","Me_crtl",2023-05-23,"Rubiaceae","Gentianales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","crtl","Heracleum sphondylium","Me_crtl",2023-05-23,"Apiaceae","Apiales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me","crtl","Holcus lanatus","Me_crtl",2023-05-23,"Poaceae","Poales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Me","crtl","Hordeum vulgare","Me_crtl",2023-05-23,"Poaceae","Poales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","crtl","Hypericum tetrapterum","Me_crtl",2023-05-23,"Hypericaceae","Malpighiales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","crtl","Lamium purpureum","Me_crtl",2023-05-23,"Lamiaceae","Lamiales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","crtl","Persicaria amphibia","Me_crtl",2023-05-23,"Polygonaceae","Caryophyllales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","crtl","Poa trivialis","Me_crtl",2023-05-23,"Poaceae","Poales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","crtl","Ranunculus sceleratus","Me_crtl",2023-05-23,"Ranunculaceae","Ranunculales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me","crtl","Rumex obtusifolius","Me_crtl",2023-05-23,"Polygonaceae","Caryophyllales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","crtl","Symphytum officinale","Me_crtl",2023-05-23,"Boraginaceae","Boraginales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me","crtl","Urtica dioica","Me_crtl",2023-05-23,"Urticaceae","Rosales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","crtl","Vicia sativa","Me_crtl",2023-05-23,"Fabaceae","Fabales",50.988918,3.828591,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me","tree","Aegopodium podagraria","Me_tree",2023-05-23,"Apiaceae","Apiales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Me","tree","Arrhenatherum elatius","Me_tree",2023-05-23,"Poaceae","Poales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",75,"10m² quadrat"
"Me","tree","Cirsium arvense","Me_tree",2023-05-23,"Asteraceae","Asterales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me","tree","Convolvulus sepium","Me_tree",2023-05-23,"Convolvulaceae","Solanales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","tree","Dactylis glomerata","Me_tree",2023-05-23,"Poaceae","Poales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me","tree","Draba verna","Me_tree",2023-05-23,"Brassicaceae","Brassicales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","tree","Fraxinus excelsior","Me_tree",2023-05-23,"Oleaceae","Lamiales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",10,"10m² quadrat"
"Me","tree","Geranium molle","Me_tree",2023-05-23,"Geraniaceae","Geraniales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","tree","Heracleum sphondylium","Me_tree",2023-05-23,"Apiaceae","Apiales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me","tree","Lamium album","Me_tree",2023-05-23,"Lamiaceae","Lamiales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","tree","Poa trivialis","Me_tree",2023-05-23,"Poaceae","Poales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Me","tree","Ranunculus repens","Me_tree",2023-05-23,"Ranunculaceae","Ranunculales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me","tree","Ranunculus sceleratus","Me_tree",2023-05-23,"Ranunculaceae","Ranunculales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","tree","Rubus Sec. Rubus","Me_tree",2023-05-23,"Rosaceae","Rosales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","tree","Stellaria holostea","Me_tree",2023-05-23,"Caryophyllaceae","Caryophyllales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me","tree","Symphytum officinale","Me_tree",2023-05-23,"Boraginaceae","Boraginales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Me","tree","Urtica dioica","Me_tree",2023-05-23,"Urticaceae","Rosales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me","tree","Veronica arvensis","Me_tree",2023-05-23,"Plantaginaceae","Lamiales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","tree","Veronica chamaedrys","Me_tree",2023-05-23,"Plantaginaceae","Lamiales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me","tree","Vicia sativa","Me_tree",2023-05-23,"Fabaceae","Fabales",50.989864,3.829628,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me1","crtl","Acer pseudoplatanus","Me1_crtl",2023-05-23,"Sapindaceae","Sapindales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me1","crtl","Aegopodium podagraria","Me1_crtl",2023-05-23,"Apiaceae","Apiales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me1","crtl","Alopecurus geniculatus","Me1_crtl",2023-05-23,"Poaceae","Poales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me1","crtl","Anthriscus sylvestris","Me1_crtl",2023-05-23,"Apiaceae","Apiales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Me1","crtl","Arrhenatherum elatius","Me1_crtl",2023-05-23,"Poaceae","Poales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",45,"10m² quadrat"
"Me1","crtl","Cardamine flexuosa","Me1_crtl",2023-05-23,"Brassicaceae","Brassicales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me1","crtl","Convolvulus sepium","Me1_crtl",2023-05-23,"Convolvulaceae","Solanales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me1","crtl","Dactylis glomerata","Me1_crtl",2023-05-23,"Poaceae","Poales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Me1","crtl","Filipendula ulmaria","Me1_crtl",2023-05-23,"Rosaceae","Rosales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me1","crtl","Lamium album","Me1_crtl",2023-05-23,"Lamiaceae","Lamiales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me1","crtl","Lamium purpureum","Me1_crtl",2023-05-23,"Lamiaceae","Lamiales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me1","crtl","Lapsana communis","Me1_crtl",2023-05-23,"Asteraceae","Asterales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me1","crtl","Poa trivialis","Me1_crtl",2023-05-23,"Poaceae","Poales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Me1","crtl","Ranunculus repens","Me1_crtl",2023-05-23,"Ranunculaceae","Ranunculales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me1","crtl","Ranunculus spec.","Me1_crtl",2023-05-23,"Ranunculaceae","Ranunculales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Me1","crtl","Rumex acetosa","Me1_crtl",2023-05-23,"Polygonaceae","Caryophyllales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me1","crtl","Urtica dioica","Me1_crtl",2023-05-23,"Urticaceae","Rosales",50.99086,3.820881,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Me1","tree","Alopecurus geniculatus","Me1_tree",2023-05-23,"Poaceae","Poales",50.992008,3.820138,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me1","tree","Arrhenatherum elatius","Me1_tree",2023-05-23,"Poaceae","Poales",50.992008,3.820138,"plants","Ad","","Jari Vandendendriessche",85,"10m² quadrat"
"Me1","tree","Crataegus monogyna","Me1_tree",2023-05-23,"Rosaceae","Rosales",50.992008,3.820138,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me1","tree","Fagus sylvatica","Me1_tree",2023-05-23,"Fagaceae","Fagales",50.992008,3.820138,"plants","Ad","","Jari Vandendendriessche",95,"10m² quadrat"
"Me1","tree","Galium aparine","Me1_tree",2023-05-23,"Rubiaceae","Gentianales",50.992008,3.820138,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me1","tree","Hedera helix","Me1_tree",2023-05-23,"Araliaceae","Apiales",50.992008,3.820138,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Me1","tree","Lamium purpureum","Me1_tree",2023-05-23,"Lamiaceae","Lamiales",50.992008,3.820138,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me1","tree","Lapsana communis","Me1_tree",2023-05-23,"Asteraceae","Asterales",50.992008,3.820138,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me1","tree","Quercus robur","Me1_tree",2023-05-23,"Fagaceae","Fagales",50.992008,3.820138,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me1","tree","Rubus Sec. Rubus","Me1_tree",2023-05-23,"Rosaceae","Rosales",50.992008,3.820138,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Me1","tree","Sonchus oleraceus","Me1_tree",2023-05-23,"Asteraceae","Asterales",50.992008,3.820138,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me2","crtl","Aethusa cynapium","Me2_crtl",2023-05-23,"Apiaceae","Apiales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me2","crtl","Anisantha sterilis","Me2_crtl",2023-05-23,"Poaceae","Poales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Me2","crtl","Arrhenatherum elatius","Me2_crtl",2023-05-23,"Poaceae","Poales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Me2","crtl","Cerastium glomeratum","Me2_crtl",2023-05-23,"Caryophyllaceae","Caryophyllales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me2","crtl","Chenopodium album","Me2_crtl",2023-05-23,"Amaranthaceae","Caryophyllales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me2","crtl","Epilobium spec.","Me2_crtl",2023-05-23,"Onagraceae","Myrtales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me2","crtl","Erigeron canadensis","Me2_crtl",2023-05-23,"Asteraceae","Asterales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me2","crtl","Galium aparine","Me2_crtl",2023-05-23,"Rubiaceae","Gentianales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me2","crtl","Holcus lanatus","Me2_crtl",2023-05-23,"Poaceae","Poales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",45,"10m² quadrat"
"Me2","crtl","Jacobaea vulgaris","Me2_crtl",2023-05-23,"Asteraceae","Asterales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me2","crtl","Linaria purpurea","Me2_crtl",2023-05-23,"Plantaginaceae","Lamiales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me2","crtl","Ranunculus repens","Me2_crtl",2023-05-23,"Ranunculaceae","Ranunculales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me2","crtl","Schedonorus arundinaceus","Me2_crtl",2023-05-23,"Poaceae","Poales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me2","crtl","Sonchus oleraceus","Me2_crtl",2023-05-23,"Asteraceae","Asterales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me2","crtl","Stellaria media","Me2_crtl",2023-05-23,"Caryophyllaceae","Caryophyllales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me2","crtl","Tripleurospermum maritimum","Me2_crtl",2023-05-23,"Asteraceae","Asterales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me2","crtl","Urtica dioica","Me2_crtl",2023-05-23,"Urticaceae","Rosales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me2","crtl","Veronica hederifolia","Me2_crtl",2023-05-23,"Plantaginaceae","Lamiales",50.988483,3.808303,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Me2","tree","Acer campestre","Me2_tree",2023-05-23,"Sapindaceae","Sapindales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat"
"Me2","tree","Achillea millefolium","Me2_tree",2023-05-23,"Asteraceae","Asterales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Me2","tree","Alopecurus geniculatus","Me2_tree",2023-05-23,"Poaceae","Poales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Me2","tree","Arrhenatherum elatius","Me2_tree",2023-05-23,"Poaceae","Poales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Me2","tree","Convolvulus sepium","Me2_tree",2023-05-23,"Convolvulaceae","Solanales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Me2","tree","Dactylis glomerata","Me2_tree",2023-05-23,"Poaceae","Poales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Me2","tree","Daucus carota","Me2_tree",2023-05-23,"Apiaceae","Apiales",50.988411,3.808989,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
