"Loc","Type","Spec","TAG","date","Family","Order","lat","lng","Spec_group","Stage","Sex","Det","Number","Method"
"Zo2","crtl","Pilosella aurantiaca","Zo2_crtl",2023-05-18,"Asteraceae","Asterales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo2","crtl","Rubus Sec. Rubus","Zo2_crtl",2023-05-18,"Rosaceae","Rosales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Zo2","crtl","Senecio vulgaris","Zo2_crtl",2023-05-18,"Asteraceae","Asterales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo2","crtl","Stellaria media","Zo2_crtl",2023-05-18,"Caryophyllaceae","Caryophyllales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo2","crtl","Urtica dioica","Zo2_crtl",2023-05-18,"Urticaceae","Rosales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",65,"10m² quadrat"
"Zo2","crtl","Vicia hirsuta","Zo2_crtl",2023-05-18,"Fabaceae","Fabales",51.113503,3.537224,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo2","tree","Galium aparine","Zo2_tree",2023-05-18,"Rubiaceae","Gentianales",51.112732,3.537079,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zo2","tree","Glechoma hederacea","Zo2_tree",2023-05-18,"Lamiaceae","Lamiales",51.112732,3.537079,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Zo2","tree","Hedera helix","Zo2_tree",2023-05-18,"Araliaceae","Apiales",51.112732,3.537079,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Zo2","tree","Phalaris arundinacea","Zo2_tree",2023-05-18,"Poaceae","Poales",51.112732,3.537079,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat"
"Zo2","tree","Rubus Sec. Rubus","Zo2_tree",2023-05-18,"Rosaceae","Rosales",51.112732,3.537079,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zo2","tree","Salix alba","Zo2_tree",2023-05-18,"Salicaceae","Malpighiales",51.112732,3.537079,"plants","Ad","","Jari Vandendendriessche",95,"10m² quadrat"
"Zo2","tree","Sambucus nigra","Zo2_tree",2023-05-18,"Viburnaceae","Dipsacales",51.112732,3.537079,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Zo2","tree","Urtica dioica","Zo2_tree",2023-05-18,"Urticaceae","Rosales",51.112732,3.537079,"plants","Ad","","Jari Vandendendriessche",45,"10m² quadrat"
"Zw","crop","Aethusa cynapium","Zw_crop",2023-06-02,"Apiaceae","Apiales",50.850731,3.71571,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw","crop","Triticum aestivum","Zw_crop",2023-06-02,"Poaceae","Poales",50.850731,3.71571,"plants","Ad","","Jari Vandendendriessche",85,"10m² quadrat"
"Zw","crtl","Aethusa cynapium","Zw_crtl",2023-06-02,"Apiaceae","Apiales",50.850586,3.71506,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw","crtl","Anisantha sterilis","Zw_crtl",2023-06-02,"Poaceae","Poales",50.850586,3.71506,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw","crtl","Arrhenatherum elatius","Zw_crtl",2023-06-02,"Poaceae","Poales",50.850586,3.71506,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Zw","crtl","Chenopodium album","Zw_crtl",2023-06-02,"Amaranthaceae","Caryophyllales",50.850586,3.71506,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw","crtl","Cirsium arvense","Zw_crtl",2023-06-02,"Asteraceae","Asterales",50.850586,3.71506,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw","crtl","Convolvulus sepium","Zw_crtl",2023-06-02,"Convolvulaceae","Solanales",50.850586,3.71506,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw","crtl","Dactylis glomerata","Zw_crtl",2023-06-02,"Poaceae","Poales",50.850586,3.71506,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw","crtl","Fallopia convolvulus","Zw_crtl",2023-06-02,"Polygonaceae","Caryophyllales",50.850586,3.71506,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw","crtl","Galium aparine","Zw_crtl",2023-06-02,"Rubiaceae","Gentianales",50.850586,3.71506,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw","crtl","Geranium dissectum","Zw_crtl",2023-06-02,"Geraniaceae","Geraniales",50.850586,3.71506,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Zw","crtl","Holcus lanatus","Zw_crtl",2023-06-02,"Poaceae","Poales",50.850586,3.71506,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Zw","crtl","Lamium purpureum","Zw_crtl",2023-06-02,"Lamiaceae","Lamiales",50.850586,3.71506,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw","crtl","Senecio vulgaris","Zw_crtl",2023-06-02,"Asteraceae","Asterales",50.850586,3.71506,"plants","Ad","","Jari Vandendendriessche",8,"10m² quadrat"
"Zw","crtl","Tripleurospermum maritimum","Zw_crtl",2023-06-02,"Asteraceae","Asterales",50.850586,3.71506,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw","crtl","Triticum aestivum","Zw_crtl",2023-06-02,"Poaceae","Poales",50.850586,3.71506,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw","tree","Anisantha sterilis","Zw_tree",2023-06-02,"Poaceae","Poales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Zw","tree","Anthriscus sylvestris","Zw_tree",2023-06-02,"Apiaceae","Apiales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw","tree","Arrhenatherum elatius","Zw_tree",2023-06-02,"Poaceae","Poales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",45,"10m² quadrat"
"Zw","tree","Cerastium glomeratum","Zw_tree",2023-06-02,"Caryophyllaceae","Caryophyllales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw","tree","Cirsium arvense","Zw_tree",2023-06-02,"Asteraceae","Asterales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw","tree","Convolvulus sepium","Zw_tree",2023-06-02,"Convolvulaceae","Solanales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw","tree","Equisetum arvense","Zw_tree",2023-06-02,"Equisetaceae","Equisetales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw","tree","Equisetum telmateia","Zw_tree",2023-06-02,"Equisetaceae","Equisetales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Zw","tree","Fraxinus excelsior","Zw_tree",2023-06-02,"Oleaceae","Lamiales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",95,"10m² quadrat"
"Zw","tree","Heracleum sphondylium","Zw_tree",2023-06-02,"Apiaceae","Apiales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw","tree","Holcus lanatus","Zw_tree",2023-06-02,"Poaceae","Poales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw","tree","Persicaria amphibia","Zw_tree",2023-06-02,"Polygonaceae","Caryophyllales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw","tree","Poa trivialis","Zw_tree",2023-06-02,"Poaceae","Poales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Zw","tree","Ranunculus acris","Zw_tree",2023-06-02,"Ranunculaceae","Ranunculales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw","tree","Rubus Sec. Rubus","Zw_tree",2023-06-02,"Rosaceae","Rosales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw","tree","Rumex acetosa","Zw_tree",2023-06-02,"Polygonaceae","Caryophyllales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw","tree","Stellaria graminea","Zw_tree",2023-06-02,"Caryophyllaceae","Caryophyllales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw","tree","Urtica dioica","Zw_tree",2023-06-02,"Urticaceae","Rosales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw","tree","Vicia hirsuta","Zw_tree",2023-06-02,"Fabaceae","Fabales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw","tree","Vicia sativa","Zw_tree",2023-06-02,"Fabaceae","Fabales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Zw","tree","Vicia tetrasperma","Zw_tree",2023-06-02,"Fabaceae","Fabales",50.8504912,3.7158625,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw1","crtl","Bromus hordeaceus","Zw1_crtl",2023-06-02,"Poaceae","Poales",50.876247,3.759652,"plants","Ad","","Jari Vandendendriessche",65,"10m² quadrat"
"Zw1","crtl","Cerastium glomeratum","Zw1_crtl",2023-06-02,"Caryophyllaceae","Caryophyllales",50.876247,3.759652,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Zw1","crtl","Dactylis glomerata","Zw1_crtl",2023-06-02,"Poaceae","Poales",50.876247,3.759652,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Zw1","crtl","Lamium purpureum","Zw1_crtl",2023-06-02,"Lamiaceae","Lamiales",50.876247,3.759652,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw1","crtl","Lolium perenne","Zw1_crtl",2023-06-02,"Poaceae","Poales",50.876247,3.759652,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw1","crtl","Persicaria amphibia","Zw1_crtl",2023-06-02,"Polygonaceae","Caryophyllales",50.876247,3.759652,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw1","crtl","Plantago major","Zw1_crtl",2023-06-02,"Plantaginaceae","Lamiales",50.876247,3.759652,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw1","crtl","Poa annua","Zw1_crtl",2023-06-02,"Poaceae","Poales",50.876247,3.759652,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw1","crtl","Poa trivialis","Zw1_crtl",2023-06-02,"Poaceae","Poales",50.876247,3.759652,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Zw1","crtl","Ranunculus repens","Zw1_crtl",2023-06-02,"Ranunculaceae","Ranunculales",50.876247,3.759652,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw1","crtl","Sonchus oleraceus","Zw1_crtl",2023-06-02,"Asteraceae","Asterales",50.876247,3.759652,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw1","crtl","Stellaria media","Zw1_crtl",2023-06-02,"Caryophyllaceae","Caryophyllales",50.876247,3.759652,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw1","crtl","Trifolium repens","Zw1_crtl",2023-06-02,"Fabaceae","Fabales",50.876247,3.759652,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw1","crtl","Tripleurospermum maritimum","Zw1_crtl",2023-06-02,"Asteraceae","Asterales",50.876247,3.759652,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw1","tree","Anisantha sterilis","Zw1_tree",2023-06-02,"Poaceae","Poales",50.875347,3.7624,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw1","tree","Arrhenatherum elatius","Zw1_tree",2023-06-02,"Poaceae","Poales",50.875347,3.7624,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat"
"Zw1","tree","Convolvulus sepium","Zw1_tree",2023-06-02,"Convolvulaceae","Solanales",50.875347,3.7624,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw1","tree","Dactylis glomerata","Zw1_tree",2023-06-02,"Poaceae","Poales",50.875347,3.7624,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw1","tree","Equisetum arvense","Zw1_tree",2023-06-02,"Equisetaceae","Equisetales",50.875347,3.7624,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw1","tree","Fraxinus excelsior","Zw1_tree",2023-06-02,"Oleaceae","Lamiales",50.875347,3.7624,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
"Zw1","tree","Geranium dissectum","Zw1_tree",2023-06-02,"Geraniaceae","Geraniales",50.875347,3.7624,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw1","tree","Holcus lanatus","Zw1_tree",2023-06-02,"Poaceae","Poales",50.875347,3.7624,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Zw1","tree","Lamium purpureum","Zw1_tree",2023-06-02,"Lamiaceae","Lamiales",50.875347,3.7624,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw1","tree","Lapsana communis","Zw1_tree",2023-06-02,"Asteraceae","Asterales",50.875347,3.7624,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw1","tree","Ranunculus repens","Zw1_tree",2023-06-02,"Ranunculaceae","Ranunculales",50.875347,3.7624,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Zw1","tree","Rumex acetosa","Zw1_tree",2023-06-02,"Polygonaceae","Caryophyllales",50.875347,3.7624,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw1","tree","Tripleurospermum maritimum","Zw1_tree",2023-06-02,"Asteraceae","Asterales",50.875347,3.7624,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw1","tree","Urtica dioica","Zw1_tree",2023-06-02,"Urticaceae","Rosales",50.875347,3.7624,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw1","tree","Vicia sativa","Zw1_tree",2023-06-02,"Fabaceae","Fabales",50.875347,3.7624,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw1","tree","Vicia tetrasperma","Zw1_tree",2023-06-02,"Fabaceae","Fabales",50.875347,3.7624,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw2","crtl","Arrhenatherum elatius","Zw2_crtl",2023-06-02,"Poaceae","Poales",50.841705,3.746366,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat"
"Zw2","crtl","Capsella bursa-pastoris","Zw2_crtl",2023-06-02,"Brassicaceae","Brassicales",50.841705,3.746366,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw2","crtl","Cerastium glomeratum","Zw2_crtl",2023-06-02,"Caryophyllaceae","Caryophyllales",50.841705,3.746366,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw2","crtl","Dactylis glomerata","Zw2_crtl",2023-06-02,"Poaceae","Poales",50.841705,3.746366,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw2","crtl","Poa annua","Zw2_crtl",2023-06-02,"Poaceae","Poales",50.841705,3.746366,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Zw2","crtl","Poa trivialis","Zw2_crtl",2023-06-02,"Poaceae","Poales",50.841705,3.746366,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Zw2","crtl","Potentilla anserina","Zw2_crtl",2023-06-02,"Rosaceae","Rosales",50.841705,3.746366,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw2","crtl","Potentilla reptans","Zw2_crtl",2023-06-02,"Rosaceae","Rosales",50.841705,3.746366,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Zw2","crtl","Ranunculus repens","Zw2_crtl",2023-06-02,"Ranunculaceae","Ranunculales",50.841705,3.746366,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw2","crtl","Rubus Sec. Rubus","Zw2_crtl",2023-06-02,"Rosaceae","Rosales",50.841705,3.746366,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw2","crtl","Trifolium repens","Zw2_crtl",2023-06-02,"Fabaceae","Fabales",50.841705,3.746366,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw2","crtl","Tripleurospermum maritimum","Zw2_crtl",2023-06-02,"Asteraceae","Asterales",50.841705,3.746366,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw2","crtl","Veronica persica","Zw2_crtl",2023-06-02,"Plantaginaceae","Lamiales",50.841705,3.746366,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw2","crtl","Vicia sativa","Zw2_crtl",2023-06-02,"Fabaceae","Fabales",50.841705,3.746366,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw2","tree","Alliaria petiolata","Zw2_tree",2023-06-02,"Brassicaceae","Brassicales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw2","tree","Anisantha sterilis","Zw2_tree",2023-06-02,"Poaceae","Poales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw2","tree","Anthriscus sylvestris","Zw2_tree",2023-06-02,"Apiaceae","Apiales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw2","tree","Dactylis glomerata","Zw2_tree",2023-06-02,"Poaceae","Poales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Zw2","tree","Fraxinus excelsior","Zw2_tree",2023-06-02,"Oleaceae","Lamiales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Zw2","tree","Galium aparine","Zw2_tree",2023-06-02,"Rubiaceae","Gentianales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat"
"Zw2","tree","Geranium robertianum","Zw2_tree",2023-06-02,"Geraniaceae","Geraniales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw2","tree","Glechoma hederacea","Zw2_tree",2023-06-02,"Lamiaceae","Lamiales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat"
"Zw2","tree","Lamium album","Zw2_tree",2023-06-02,"Lamiaceae","Lamiales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw2","tree","Lapsana communis","Zw2_tree",2023-06-02,"Asteraceae","Asterales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw2","tree","Poa trivialis","Zw2_tree",2023-06-02,"Poaceae","Poales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat"
"Zw2","tree","Populus x canadensis (P. deltoides x P. nigra)","Zw2_tree",2023-06-02,"Salicaceae","Malpighiales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",65,"10m² quadrat"
"Zw2","tree","Rubus Sec. Rubus","Zw2_tree",2023-06-02,"Rosaceae","Rosales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw2","tree","Salix alba","Zw2_tree",2023-06-02,"Salicaceae","Malpighiales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",26,"10m² quadrat"
"Zw2","tree","Schedonorus arundinaceus","Zw2_tree",2023-06-02,"Poaceae","Poales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat"
"Zw2","tree","Stellaria media","Zw2_tree",2023-06-02,"Caryophyllaceae","Caryophyllales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat"
"Zw2","tree","Symphytum officinale","Zw2_tree",2023-06-02,"Boraginaceae","Boraginales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw2","tree","Triticum aestivum","Zw2_tree",2023-06-02,"Poaceae","Poales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat"
"Zw2","tree","Ulmus minor","Zw2_tree",2023-06-02,"Ulmaceae","Rosales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",30,"10m² quadrat"
"Zw2","tree","Urtica dioica","Zw2_tree",2023-06-02,"Urticaceae","Rosales",50.842518,3.745591,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat"
